category,make,model,model_year,gear,fuel_type,engine_cc,mileage_km,price
car,Nissan,Leaf,2015,Automatic,Electric,80,65000,1950000
car,Toyota,Carina,2001,Manual,Petrol,1600,340000,2600000
van,Suzuki,Every,2017,Automatic,Petrol,650,8800,2690000
car,Suzuki,Wagon R Stingray,2017,Automatic,Petrol,650,7633,3950000
van,Suzuki,Every,2015,Automatic,Petrol,650,29000,3050000
car,Toyota,Axio,2015,Automatic,Hybrid,1500,80000,4800000
car,Hyundai,Accent,2001,Manual,Petrol,1500,139000,1275000
car,Tata,Nano,2012,Manual,Petrol,650,170000,770000
car,Suzuki,Alto 800 LXI,2006,Manual,Petrol,800,92331,1425000
car,Toyota,Aqua S Grade,2014,Automatic,Petrol,1500,54000,3310000
car,Suzuki,Wagon R,2015,Automatic,Petrol,650,72400,2800000
car,Suzuki,Maruti,2004,Manual,Petrol,800,55000,890000
car,Toyota,Passo,2007,Automatic,Petrol,1000,115000,2790000
car,Hyundai,Matrix,2002,Manual,Petrol,1600,176000,1550000
car,Toyota,Aqua S Grade,2013,Automatic,Hybrid,1500,107000,3675000
car,Honda,Fit Shuttle,2012,Automatic,Petrol,1300,83000,3850000
car,Mitsubishi,Ek Wagon,2017,Automatic,Petrol,650,30000,3390000
suv,Honda,Vezel,2015,Automatic,Hybrid,1500,99000,5065000
car,Chery,QQ,2011,Manual,Petrol,800,72000,975000
car,Toyota,Allion 260,2007,Automatic,Petrol,1500,100000,4650000
car,Toyota,Allion,2008,Automatic,Petrol,1500,130000,4875000
car,Suzuki,Estilo,2010,Manual,Petrol,1000,55000,1750000
car,Toyota,Prius,2009,Automatic,Hybrid,1800,90000,3050000
car,Honda,Fit GP1,2011,Automatic,Hybrid,1300,53000,3300000
car,Suzuki,Alto 800 LXI,2016,Manual,Petrol,800,24100,1980000
car,Toyota,Aqua S Grade,2012,Automatic,Hybrid,1500,144500,3575000
car,Suzuki,Wagon R FZ,2017,Automatic,Petrol,650,17900,3465000
car,Toyota,Vitz,2009,Automatic,Petrol,1000,96000,2850000
car,Toyota,Vitz,2010,Automatic,Petrol,1000,94025,3425000
car,Toyota,Prius W,2013,Automatic,Hybrid,1500,100000,2975000
car,Suzuki,Alto,2015,Manual,Petrol,800,49000,1820000
car,Toyota,Axio,2015,Automatic,Hybrid,1500,41000,5000000
van,Toyota,KDH,2008,Automatic,Petrol,2500,150000,5950000
car,Suzuki,Maruti,2011,Manual,Petrol,800,39000,1235000
car,Suzuki,Wagon R Stingray,2018,Automatic,Petrol,650,11111,3250000
car,Perodua,Viva Elite,2013,Automatic,Petrol,1000,99000,2525000
car,Suzuki,Wagon R,2018,Automatic,Hybrid,650,42000,3225000
car,Suzuki,800,2017,Manual,Petrol,800,58000,2090000
car,Toyota,Vitz,2007,Automatic,Petrol,1000,145000,3360000
van,Suzuki,Every,2011,Automatic,Petrol,650,86000,2585000
car,Suzuki,Alto,2006,Manual,Petrol,800,116060,1150000
car,Suzuki,Alto,2009,Manual,Petrol,800,99000,1525000
car,Suzuki,Alto K10,2011,Manual,Petrol,1000,89000,1750000
van,Suzuki,Every,2007,Automatic,Petrol,650,180000,2375000
car,Suzuki,Estilo,2010,Manual,Petrol,1000,121000,1875000
car,Kia,Rio,2002,Manual,Petrol,1500,150000,1325000
suv,Nissan,X-Trail,2015,Automatic,Hybrid,2000,64700,5980000
car,Toyota,Vitz,2019,Automatic,Petrol,1000,5000,6050000
car,Honda,Fit,2012,Automatic,Hybrid,1300,101000,3200000
pickup,Mahindra,Bolero,2015,Manual,Diesel,2500,75000,1675000
car,Honda,Fit GP5,2013,Automatic,Hybrid,1500,118000,3800000
car,Micro,Panda,2012,Manual,Petrol,1000,51000,1325000
suv,Mitsubishi,Outlander,2014,Automatic,Hybrid,2000,112400,8200000
car,Toyota,Allion,2007,Automatic,Petrol,1500,152000,5100000
car,Suzuki,Alto,2015,Manual,Petrol,800,47950,1750500
car,Micro,Panda,2015,Manual,Petrol,1000,40000,1600000
car,Toyota,Allion,2003,Automatic,Petrol,1500,120000,3625000
pickup,Mitsubishi,L200,2008,Manual,Diesel,2500,116000,2575000
suv,Honda,Vezel,2014,Automatic,Petrol,1500,97000,4890000
car,Micro,Panda,2012,Manual,Petrol,1000,45000,1325000
car,Toyota,Aqua,2013,Automatic,Hybrid,1500,81000,3850000
van,Suzuki,Every,2012,Automatic,Petrol,650,54000,2690000
van,Nissan,Vanette,2000,Manual,Petrol,2200,230000,2380000
car,Suzuki,Maruti,2008,Manual,Petrol,800,87000,1195000
car,Suzuki,Wagon R FZ,2018,Automatic,Hybrid,650,40000,3125000
car,Honda,Fit GP5,2013,Automatic,Petrol,1500,78000,3785000
car,Toyota,Belta,2007,Automatic,Petrol,1000,175000,3300000
car,Nissan,N16,2001,Manual,Petrol,1300,190000,2090000
car,Suzuki,Alto,2015,Manual,Petrol,800,28000,1980000
car,Suzuki,Alto K10,2014,Manual,Petrol,1000,130000,2300000
car,Suzuki,Alto,2015,Manual,Petrol,800,62500,1875000
car,Nissan,FB15 Super Saloon,2000,Automatic,Petrol,1500,162000,2350000
car,Suzuki,Wagon R,2016,Automatic,Petrol,650,83000,2875000
car,Suzuki,Maruti,2011,Manual,Petrol,800,72000,1210000
van,Toyota,KDH GL,2016,Manual,Diesel,3000,91000,6800000
car,Toyota,Allion,2008,Automatic,Petrol,1500,90000,4900000
car,Toyota,Vitz,2017,Automatic,Petrol,1000,17000,5050000
car,Hyundai,Eon,2015,Manual,Petrol,800,21000,2025000
car,Toyota,Axio WXB,2017,Automatic,Hybrid,1500,42000,6870000
car,Honda,Civic,2000,Automatic,Petrol,1700,187000,2725000
car,Suzuki,Alto K10,2012,Manual,Petrol,1000,65000,1858000
car,Honda,Insight,2011,Automatic,Hybrid,1300,86000,3700000
car,Honda,City,2005,Manual,Petrol,1500,200000,2250000
car,Suzuki,Wagon R FZ,2014,Automatic,Petrol,650,28000,2525000
pickup,Mahindra,Bolero,2015,Manual,Diesel,2500,75000,2190000
car,Nissan,FB15,2001,Automatic,Petrol,1500,139000,2250000
car,Renault,KWID,2016,Manual,Petrol,800,41000,2109000
car,Toyota,Prius,2009,Automatic,Petrol,1800,144000,3775000
car,Toyota,Aqua X Urban,2015,Automatic,Hybrid,1500,80000,4620000
car,Toyota,Prius,2012,Automatic,Hybrid,1800,103000,4500000
car,Nissan,Sunny N16,2002,Manual,Petrol,1500,189725,2275000
car,Suzuki,Alto 800,2015,Manual,Petrol,800,99450,1750000
car,Toyota,Corolla,2003,Automatic,Petrol,1500,140000,3400000
car,Toyota,Vios,2004,Automatic,Petrol,1500,80000,2600000
car,Nissan,Bluebird,2004,Automatic,Petrol,1500,140000,2150000
van,Suzuki,Every,2015,Automatic,Petrol,650,21000,2395000
car,Nissan,Dayz,2017,Automatic,Petrol,650,21000,3250000
car,Honda,Fit Shuttle,2012,Automatic,Hybrid,1300,144000,3500000
car,Renault,KWID,2016,Manual,Petrol,800,33030,1675000
van,Toyota,KDH 201 Super GL,2015,Automatic,Diesel,3000,70276,8850000
van,Nissan,Vanette,2016,Manual,Petrol,1600,70000,4600000
van,Toyota,KDH 200 Super GL,2007,Automatic,Diesel,2500,160000,6950000
car,Suzuki,Swift,2003,Automatic,Petrol,1300,120000,2000000
car,Toyota,Vitz,2017,Automatic,Petrol,1000,18000,4725000
car,Renault,KWID,2016,Manual,Petrol,800,21000,1800000
van,Mazda,Scrum,2012,Automatic,Petrol,650,59000,2650000
car,Toyota,IST,2007,Automatic,Petrol,1500,105000,3875000
car,Toyota,Prius,2009,Automatic,Petrol,1800,122586,3700000
van,Hyundai,H100,2001,Manual,Diesel,2500,325000,1950000
car,Suzuki,Omni,2011,Manual,Petrol,800,65000,1075000
van,Toyota,Townace KR42,2000,Manual,Diesel,2200,205423,3550000
car,Suzuki,Swift,2003,Automatic,Petrol,1300,125000,2450000
pickup,Mahindra,Bolero Maxi Truck,2010,Manual,Diesel,2500,68000,1430000
car,Suzuki,Celerio,2015,Automatic,Petrol,1000,11500,2520000
car,Mazda,RX-8,2007,Automatic,Petrol,1300,51000,3750000
car,Chevrolet,Aveo,2008,Manual,Petrol,1200,93000,1625000
car,Perodua,Viva Elite,2011,Automatic,Petrol,1000,78000,2130000
car,Toyota,Vitz,2014,Automatic,Petrol,1000,44700,4375000
car,Toyota,Premio,2019,Automatic,Petrol,1500,8500,11300000
car,Toyota,Corolla,2000,Automatic,Diesel,1500,273000,1900000
van,Suzuki,Every,2007,Automatic,Petrol,650,120000,2675000
van,Suzuki,Spacia Custom,2017,Automatic,Petrol,650,47000,3400000
pickup,Mahindra,Bolero,2012,Manual,Diesel,2500,48000,1225000
car,Suzuki,Maruti,2010,Manual,Petrol,800,65000,1160000
car,Suzuki,Alto,2017,Automatic,Petrol,650,21945,3275000
car,Suzuki,Alto Sport,2015,Manual,Petrol,800,64000,1965000
car,Nissan,Cefiro,2004,Automatic,Petrol,2000,134467,3995000
car,Toyota,Premio 240,2003,Automatic,Petrol,1500,210600,3550000
suv,Mitsubishi,Montero,2002,Automatic,Petrol,3500,118000,4890000
van,Toyota,KDH 223,2016,Automatic,Diesel,3000,110000,9600000
car,Toyota,Corolla 141,2007,Automatic,Petrol,1600,114340,3350000
car,Toyota,Vitz,2018,Automatic,Petrol,1000,20000,4500000
van,Suzuki,Omni,2007,Manual,Petrol,800,92000,1350000
car,Suzuki,Swift Beetle,2005,Automatic,Petrol,1300,120000,2750000
car,Hyundai,Matrix,2001,Automatic,Petrol,1600,184191,1625000
car,Suzuki,Wagon R FX,2017,Automatic,Petrol,650,59632,3125000
car,Toyota,Yaris,2007,Manual,Petrol,1300,90000,2850000
car,Toyota,Premio G Superior,2014,Automatic,Petrol,1500,68500,7450000
van,Mahindra,Bolero,2011,Manual,Diesel,2500,65000,1375000
car,Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,47000,3090000
car,Hyundai,Elantra,2001,Manual,Petrol,1600,173996,1290000
car,Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,51500,3700000
car,Chery,QQ,2015,Manual,Petrol,800,50000,1450000
car,Suzuki,Alto Sport,2010,Manual,Petrol,800,94000,1525000
car,Toyota,Prius,2009,Automatic,Hybrid,1800,106000,2900000
car,Suzuki,Alto,2017,Automatic,Petrol,650,4171,3390000
car,Hyundai,Trajet,2001,Automatic,Diesel,2000,149000,2300000
car,Suzuki,Wagon R FX,2017,Automatic,Hybrid,650,48000,3190000
suv,Honda,Vezel,2016,Automatic,Hybrid,1500,71000,6625000
van,Mazda,Scrum,2007,Automatic,Petrol,650,74000,2390000
car,Suzuki,Alto,2007,Manual,Petrol,800,81000,1537000
car,Nissan,Primera,2000,Automatic,Petrol,1800,183000,2025000
car,Toyota,Premio,2011,Automatic,Petrol,1500,32400,6375000
car,Suzuki,Wagon R Stingray,2015,Automatic,Hybrid,650,34000,3300000
car,Toyota,Passo,2012,Automatic,Petrol,1000,89400,2930000
car,Toyota,Allion,2016,Automatic,Petrol,1500,26000,7675000
suv,Kia,Sorento,2012,Automatic,Diesel,2200,127600,6500000
car,Suzuki,Alto,2007,Manual,Petrol,800,62000,1415000
car,Nissan,FB15,2003,Automatic,Petrol,1500,163000,2600000
car,Micro,Panda,2016,Manual,Petrol,1000,22000,1800000
van,Toyota,KR42 Noah,2000,Automatic,Diesel,2200,260000,3700000
suv,Mitsubishi,Montero Sport,2012,Automatic,Diesel,2500,60000,9500000
suv,Micro,Rexton,2007,Automatic,Diesel,2700,102460,4550000
car,Hyundai,Accent,2005,Automatic,Petrol,1300,129395,1340000
car,Micro,Panda Cross,2012,Manual,Petrol,1300,51000,1460000
pickup,Toyota,Hilux,2010,Manual,Diesel,2500,101000,5775000
van,Suzuki,Every,2001,Automatic,Petrol,650,150000,1880000
car,Toyota,Vitz,2008,Automatic,Petrol,1000,102000,3380000
car,Kia,Picanto,2016,Manual,Petrol,1000,58000,2550000
car,Suzuki,Maruti,2004,Manual,Petrol,800,75000,950000
car,Honda,Fit GP5,2015,Manual,Hybrid,1500,69450,3775000
car,Toyota,Aqua G Grade,2014,Automatic,Hybrid,1500,92000,3985000
car,Toyota,Aqua,2012,Automatic,Petrol,1500,92000,2990000
van,Suzuki,Every,2011,Automatic,Petrol,650,71700,2600000
car,Toyota,Belta,2008,Automatic,Petrol,1300,89000,3650000
car,Toyota,Prius 2nd Generation,2008,Automatic,Hybrid,1500,137000,3290000
car,Honda,Fit,2012,Automatic,Petrol,1500,90000,3050000
car,Toyota,Aqua,2012,Automatic,Hybrid,1500,98000,3825000
car,Toyota,Vitz,2007,Automatic,Petrol,1000,85000,3175000
car,Toyota,Vitz,2015,Automatic,Petrol,1000,60000,4325000
car,Toyota,Corolla 121,2000,Automatic,Petrol,1300,190000,2550000
pickup,Tata,Xenon,2015,Manual,Diesel,2900,120000,1600000
car,Suzuki,Celerio VXI,2014,Automatic,Petrol,1000,26900,2300000
car,Suzuki,Alto Japan,2014,Automatic,Petrol,650,40000,2650000
car,Toyota,Aqua,2014,Automatic,Hybrid,1500,80000,3590000
car,Tata,Indigo,2015,Manual,Petrol,1200,54000,1840000
van,Toyota,KDH 201,2007,Manual,Diesel,3000,230000,5850000
car,Toyota,Axio WXB,2017,Automatic,Petrol,1500,26000,7550000
car,Toyota,Premio,2020,Automatic,Petrol,1500,3000,12500000
car,Toyota,Allion 260,2011,Automatic,Petrol,1500,130000,5890000
car,Suzuki,Wagon R,2015,Automatic,Petrol,650,25000,3100000
car,Honda,Fit GP1,2012,Automatic,Petrol,1300,79000,3350000
car,Kia,Rio,2001,Manual,Petrol,1500,91000,1150000
car,Nissan,Sunny FB15,2002,Automatic,Petrol,1500,116456,2475000
car,Toyota,Allion 260,2007,Automatic,Petrol,1500,148000,4800000
car,Micro,Trend,2011,Manual,Petrol,1100,59850,1085000
car,Suzuki,Maruti,2005,Manual,Petrol,800,73500,1050000
car,Toyota,Corolla Axio,2016,Automatic,Petrol,1800,70000,5800000
car,Toyota,Premio,2018,Automatic,Petrol,1500,5748,8350000
car,Toyota,Vitz,2018,Automatic,Petrol,1000,3200,4450000
car,Hyundai,Accent,2001,Automatic,Petrol,1500,146000,1450000
car,Toyota,Prius,2011,Automatic,Petrol,1800,160000,3300000
car,Toyota,Axio,2015,Automatic,Hybrid,1500,76780,5450000
car,Toyota,Vitz,2008,Automatic,Petrol,1000,91000,3190000
car,Chery,QQ,2011,Manual,Petrol,800,48850,1050000
car,Chevrolet,Aveo,2011,Manual,Petrol,1400,103000,2450000
car,Toyota,Aqua,2013,Automatic,Petrol,1500,77000,4500000
van,Toyota,CR42,2001,Automatic,Diesel,2200,199000,4250000
car,Suzuki,Maruti,2005,Manual,Petrol,800,133400,1025000
car,Toyota,Belta,2008,Automatic,Petrol,1000,150000,1800000
car,Toyota,Vitz,2017,Automatic,Petrol,1000,13060,4825000
car,Suzuki,Wagon R,2017,Automatic,Hybrid,650,28000,3250000
car,Suzuki,Maruti,2005,Manual,Petrol,800,28000,930000
car,Toyota,Premio G Superior,2015,Automatic,Petrol,1500,62400,7925000
car,Nissan,Leaf,2014,Automatic,Electric,70,38000,2150000
car,Nissan,Sunny Super Saloon,2007,Manual,Petrol,1300,125000,2500000
car,Nissan,Bluebird,2003,Automatic,Petrol,1500,260000,2490000
car,Suzuki,Alto K10,2013,Manual,Petrol,1000,152000,1925000
van,Toyota,Noah,2006,Automatic,Petrol,1800,236800,4500000
suv,Mitsubishi,Montero,2007,Automatic,Diesel,2800,56825,9850000
suv,Micro,Rexton,2007,Automatic,Diesel,2700,118000,4300000
pickup,Mahindra,Bolero,2014,Automatic,Diesel,2500,44000,1675000
car,Toyota,Prius,2015,Automatic,Hybrid,1800,84000,4690000
car,Suzuki,Zen Estilo,2012,Manual,Petrol,1000,24200,1925000
car,Kia,Rio,2001,Manual,Petrol,1300,222037,1280000
car,Suzuki,Maruti 800,2010,Manual,Petrol,800,82000,1200000
van,Toyota,KDH 200 Super GL,2007,Automatic,Diesel,2500,176000,5975000
car,Toyota,Premio G Superior,2018,Automatic,Petrol,1500,62000,10025000
car,Daihatsu,Mira,2000,Automatic,Petrol,650,131000,1475000
pickup,Mahindra,Bolero,2018,Manual,Diesel,2500,72000,2010000
car,Toyota,Aqua G Grade,2013,Automatic,Hybrid,1500,112010,3585000
car,Mitsubishi,Ek Wagon,2018,Automatic,Petrol,650,32000,3190000
van,Toyota,KDH,2006,Automatic,Diesel,3000,189000,6175000
car,Nissan,March K11,2001,Automatic,Petrol,1000,120000,1790000
car,Toyota,Vitz,2010,Automatic,Petrol,1000,105000,2950000
car,Toyota,Axio G Grade,2016,Automatic,Petrol,1500,106000,6200000
car,Suzuki,Maruti,2005,Manual,Petrol,800,35000,1000000
car,Toyota,Prius 3rd Genaration,2010,Automatic,Petrol,1800,147000,3390000
car,Toyota,Premio,2016,Automatic,Petrol,1500,65000,8750000
car,Toyota,Premio,2013,Automatic,Petrol,1500,108000,6675000
car,Micro,Panda Cross,2013,Manual,Petrol,1300,70000,1790000
van,Toyota,Noah KR42,2004,Automatic,Petrol,2000,126000,3900000
car,Honda,Fit,2013,Automatic,Hybrid,1300,121000,3450000
car,Suzuki,Swift,2006,Automatic,Petrol,1300,76000,2390000
car,Suzuki,Alto,2015,Manual,Petrol,800,57100,1900000
suv,Mitsubishi,Montero Sport,2011,Automatic,Diesel,2500,175000,7950000
car,Suzuki,Wagon R,2014,Automatic,Petrol,650,35000,2990000
car,Toyota,Premio,2017,Automatic,Petrol,1500,42000,8990000
car,Suzuki,Wagon R ,2015,Automatic,Petrol,650,34000,3200000
suv,Toyota,CHR,2019,Automatic,Petrol,1200,9000,8990000
car,Honda,N Box,2017,Automatic,Hybrid,650,7500,4150000
car,Nissan,N16 Super Saloon,2000,Automatic,Petrol,1600,164800,2290000
van,Toyota,Hiace,2007,Manual,Diesel,2500,350000,4250000
van,Toyota,KDH,2008,Automatic,Diesel,3000,132500,7200000
van,Suzuki,Every DA64,2014,Automatic,Petrol,650,52000,3100000
suv,Honda,Vezel RS,2016,Automatic,Hybrid,1500,47000,6690000
van,Suzuki,Every DA64,2007,Automatic,Petrol,650,160000,2385000
car,Suzuki,Maruti 800,2006,Manual,Petrol,800,87000,1080000
car,Nissan,Y11,2004,Automatic,Petrol,1300,107000,1700000
car,Suzuki,Wagon R,2019,Automatic,Hybrid,650,36000,3250000
car,Toyota,Aqua,2013,Automatic,Petrol,1500,95000,3225000
car,Toyota,Vitz F,2016,Automatic,Petrol,1000,41563,4525000
car,Suzuki,Maruti,2003,Manual,Petrol,800,24000,1000000
van,Toyota,KDH 200 Super GL,2007,Automatic,Diesel,2500,190000,6500000
van,Nissan,Caravan,2003,Manual,Diesel,3300,330000,4200000
van,Toyota,KDH 201 Super GL,2011,Automatic,Diesel,3000,76991,7535000
van,Suzuki,Every,2014,Automatic,Petrol,650,105000,3150000
car,Suzuki,Swift,2005,Automatic,Petrol,1300,89000,2275000
car,Suzuki,Maruti,2012,Manual,Petrol,800,94000,1295000
car,Toyota,Aqua,2012,Automatic,Petrol,1500,83000,2990000
car,Toyota,Prius G Touring,2014,Automatic,Hybrid,1800,87500,5100000
car,Hyundai,Eon,2015,Manual,Petrol,800,42000,1890000
van,Hyundai,H100,2000,Manual,Diesel,2500,102445,2000000
car,Suzuki,Wagon R FX,2017,Automatic,Hybrid,650,48000,3040000
car,Nissan,Leaf Azeo,2014,Automatic,Electric,70,55800,2000000
car,Tata,Nano,2012,Manual,Petrol,650,50000,790000
car,Suzuki,Maruti 800,2006,Manual,Petrol,800,81000,1125000
car,Honda,Civic,2000,Automatic,Petrol,1400,230211,1775000
car,Toyota,Premio,2012,Automatic,Petrol,1500,25000,3050000
car,Suzuki,Wagon R Stingray,2014,Automatic,Petrol,650,113000,2875000
car,Nissan,Leaf,2014,Automatic,Electric,70,77500,2300000
van,Suzuki,Every,2016,Automatic,Petrol,650,26782,3300000
car,Toyota,Vios,2006,Automatic,Petrol,1500,102000,2935000
car,Suzuki,Wagon R Stingray,2014,Automatic,Petrol,650,35300,2600000
car,Toyota,Premio,2018,Automatic,Petrol,1500,7800,10700000
car,Mazda,Familia,2000,Automatic,Petrol,1300,112000,1550000
car,Toyota,Vitz,2017,Automatic,Petrol,1000,55000,4870000
car,Suzuki,Maruti 800,2006,Manual,Petrol,800,80000,1090000
car,Toyota,Allion,2004,Automatic,Petrol,1500,144000,3975000
car,Suzuki,Alto,2004,Automatic,Petrol,650,135000,1520000
car,Nissan,EX Saloon,2000,Automatic,Petrol,1300,135300,2125000
car,Toyota,Soluna,2000,Automatic,Petrol,1500,116500,1875000
car,Honda,City,2004,Manual,Petrol,1500,355640,1685000
car,Suzuki,Wagon R Stingray,2015,Automatic,Hybrid,650,64000,2625000
car,Nissan,Leaf,2013,Automatic,Electric,70,53000,1350000
van,Mazda,Brawny,2010,Manual,Diesel,2000,292063,3350000
car,Kia,Rio,2002,Manual,Petrol,1500,78000,1375000
van,Toyota,KDH Super GL,2008,Automatic,Petrol,2000,198000,5390000
car,Micro,Panda Cross,2014,Manual,Petrol,1300,12500,1600000
car,Toyota,Prius,2011,Automatic,Hybrid,1800,126000,4150000
pickup,Toyota,Hilux,2011,Manual,Diesel,2500,162000,7150000
car,Nissan,N16,2001,Automatic,Petrol,1500,125000,2150000
car,Toyota,Camry,2002,Automatic,Petrol,2000,199700,2190000
van,Nissan,Caravan,2002,Automatic,Diesel,3000,350000,4150000
van,Suzuki,Every,2016,Automatic,Petrol,650,60000,3400000
suv,Micro,Kyron,2008,Automatic,Diesel,2000,78000,3500000
car,Renault,KWID RXT,2016,Manual,Petrol,800,52500,1885000
car,Suzuki,Maruti 800,2006,Manual,Petrol,800,73000,1050000
car,Suzuki,Swift,2003,Automatic,Petrol,1300,143423,2375000
car,Suzuki,Wagon R,2016,Automatic,Hybrid,650,68900,3100000
van,Toyota,KR42 Noah,2006,Manual,Diesel,2200,99000,3700000
car,Honda,Fit Shuttle,2017,Automatic,Petrol,1500,29200,6780000
suv,Toyota,CHR GT TURBO,2019,Automatic,Petrol,1200,20000,9650000
car,Toyota,Passo,2008,Automatic,Petrol,1000,87000,2725000
car,Honda,N WGN,2016,Automatic,Petrol,650,82000,2625000
car,Toyota,Axio WXB,2017,Automatic,Hybrid,1500,25000,5500000
car,Suzuki,Wagon R FZ,2014,Automatic,Petrol,650,72000,2860000
car,Suzuki,Alto 800 LXI,2015,Manual,Petrol,800,42000,1890000
van,Toyota,KR42,2006,Automatic,Petrol,1800,83000,4075000
pickup,Mitsubishi,L200,2009,Manual,Diesel,2500,130000,2700000
car,Suzuki,Maruti,2011,Manual,Petrol,800,69000,1210000
van,Nissan,Clipper,2007,Automatic,Petrol,650,70000,2185000
car,Honda,Fit Shuttle,2012,Automatic,Hybrid,1300,83300,3850000
car,Suzuki,Wagon R FZ,2018,Automatic,Hybrid,650,31495,3650000
car,Suzuki,Wagon R,2015,Automatic,Petrol,650,38000,2390000
van,Suzuki,Every,2016,Automatic,Petrol,650,72000,3350000
car,Perodua,Axia,2017,Automatic,Petrol,1000,39000,3250000
car,Toyota,Belta,2008,Automatic,Petrol,1300,95000,3675000
suv,Toyota,Harrier,2008,Automatic,Petrol,3100,210000,6000000
car,Perodua,Viva Elite,2012,Manual,Petrol,1000,215000,2250000
car,Toyota,Avanza,2012,Manual,Petrol,1300,28000,4400000
suv,Honda,Vezel Z Grade,2015,Automatic,Hybrid,1500,99100,5065000
van,Toyota,KR42 Noah,2003,Automatic,Diesel,2200,189000,4275000
car,Toyota,Axio,2015,Automatic,Hybrid,1500,61000,5050000
car,Mazda,Familia BJ5P,2001,Automatic,Petrol,1500,200000,2050000
suv,Honda,Vezel RS,2017,Automatic,Hybrid,1500,40000,6885000
car,Suzuki,Wagon R Stingray,2018,Automatic,Petrol,650,22000,3750000
van,Toyota,KR42 Noah,2007,Automatic,Petrol,2200,231000,4650000
van,Suzuki,Every,2015,Automatic,Petrol,650,75150,2275000
van,Suzuki,Every,2018,Automatic,Petrol,650,15000,2675000
van,Suzuki,Every,2018,Automatic,Petrol,650,92500,2475000
van,Suzuki,Every,2016,Automatic,Petrol,650,69582,2450000
car,Toyota,Vitz KSP90,2008,Automatic,Petrol,1000,40000,3300000
car,Suzuki,Maruti,2005,Manual,Petrol,800,79000,1075000
car,Nissan,March,2000,Automatic,Petrol,1000,171000,1600000
car,Honda,Fit GP5,2013,Automatic,Petrol,1500,46755,3400000
pickup,Mahindra,Bolero,2014,Manual,Diesel,2500,130000,1375000
car,Nissan,N16,2001,Manual,Petrol,1500,232000,1875000
suv,Mitsubishi,Pajero,2001,Automatic,Petrol,1800,100000,2950000
van,Nissan,NV200,2017,Automatic,Petrol,1500,32000,5250000
car,Micro,MX 7,2013,Manual,Petrol,1500,90000,1350000
car,Suzuki,Wagon R FX,2017,Automatic,Hybrid,650,54000,3150000
car,Perodua,Axia,2016,Automatic,Petrol,1000,9573,3450000
car,Toyota,Prius S Grade,2012,Automatic,Hybrid,1800,82000,4875000
car,Toyota,Vitz,2008,Automatic,Petrol,1000,158300,3275000
car,Suzuki,Maruti,2006,Manual,Petrol,800,73700,1150000
car,Nissan,Dayz,2018,Automatic,Petrol,650,68490,3525000
car,Honda,Fit GP5,2013,Automatic,Hybrid,1500,67000,4300000
car,Nissan,Wingroad,2001,Manual,Petrol,1500,190000,2190000
car,Toyota,Premio,2019,Automatic,Petrol,1500,18000,9500000
car,Toyota,Soluna,2000,Manual,Petrol,1500,152000,1700000
car,Chery,QQ,2007,Manual,Petrol,800,48000,755000
car,Toyota,Vitz,2017,Automatic,Petrol,1000,40000,4990000
pickup,Toyota,Hilux,2013,Automatic,Diesel,3000,74000,5900000
van,Toyota,KDH 201,2011,Automatic,Diesel,3000,278600,6800000
van,Suzuki,Every,2014,Automatic,Petrol,650,67500,2850000
car,Suzuki,Alto,2015,Manual,Petrol,800,34000,1825000
